champion_name,skill_name,skill_description
Souldrinker,Magma Blast,Attacks all enemies 2 times. Each hit has a 50% chance of placing a [Bomb] that detonates after 3 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +10%<br>Lvl. 3 Buff/Debuff Chance +10%<br>Lvl. 4 Buff/Debuff Chance +15%<br>Lvl. 5 Cooldown -1
Souldrinker,Set Ablaze,Has an 80% chance of placing two [Bomb] debuffs on each enemy that detonate after 2 turns when this Champion dies.
Diabolist,Torment,Attacks 1 enemy. Has a 10% chance of placing a [Sleep] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Buff/Debuff Chance +5%<br>Lvl. 6 Buff/Debuff Chance +5%
Diabolist,Electric Storm,Attacks all enemies. Places a 30% [Increase SPD] buff on all allies for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Cooldown -1
Diabolist,Positive Charge,Fills the Turn Meter of all allies by 15%. Decreases the Turn Meter of all enemies by 15%.<br>Lvl. 2 Cooldown -1<br>Lvl. 3 Cooldown -1
Fellhound,Ravage,Attacks all enemies. Has a 25% chance of placing a 15% [Decrease SPD] debuff for 2 turns.<br>Damage based on: [DEF] [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Buff/Debuff Chance +5%
Fellhound,Flameborn Vigor,Places a 7.5% [Continuous Heal] buff and a 15% [Reflect Damage] buff on all allies for 2 turns.<br>Lvl. 2 Cooldown -1<br>Lvl. 3 Cooldown -1
Fellhound,Deflect,Places a [Block Damage] buff on an ally for 1 turn.<br>Lvl. 2 Cooldown -1
Hellfang,Tear,Attacks 1 enemy. Has a 15% chance of putting the target's skills on cooldown.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%<br>Lvl. 6 Buff/Debuff Chance +5%
Hellfang,Hunter's Mark,Attacks 1 enemy. Has a 50% chance of placing a 25% [Weaken] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +10%<br>Lvl. 5 Damage +10%<br>Lvl. 6 Buff/Debuff Chance +15%<br>Lvl. 7 Cooldown -1
Hellfang,Chilling Howl,Attacks all enemies. Has a 50% chance of placing a [Freeze] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Buff/Debuff Chance +10%<br>Lvl. 5 Buff/Debuff Chance +15%<br>Lvl. 6 Cooldown -1<br>Lvl. 7 Cooldown -1
Hound Spawn,Fire Breath,Attacks 1 enemy. Has a 20% chance of placing a [Stun] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%<br>Lvl. 6 Damage +5%
Hound Spawn,Adamantine Teeth,Attacks 1 enemy 2 times. Has a 50% chance of placing a 60% [Decrease DEF] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Buff/Debuff Chance +10%<br>Lvl. 6 Buff/Debuff Chance +15%
Hound Spawn,Shattering Strike,Attacks all enemies. Will Ignore DEF and [Block Damage] buffs if the target has a [Freeze] debuff.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Damage +10%<br>Lvl. 6 Cooldown -1
Malbranche,Gathering Inferno,Attacks 1 enemy.<br>Ascended Skill<br>Attacks 1 enemy. Decreses [Bomb] debuff detonation countdowns by 1 turn.<br>Damage based on: [ATK]
Malbranche,Bident Mastery,Attacks 1 enemy 2 times. Places a [Counterattack] buff on this Champion for 2 turns.<br>Damage based on: [ATK]
Malbranche,Demonic Explosives,Attacks 1 enemy. Has a 60% chance of placing a [Bomb] debuff that detonates after 3 turns.<br>Damage based on: [ATK]
Marquess,Disdainful Swipe,Attacks 1 enemy. Has a 25% chance of placing a 25% [Decrease ATK] debuff for 2 turns.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5%
Marquess,Crush the Weak,Attacks all enemies. Has a 35% chance of placing a 15% [Weaken] debuff for 2 turns. Deals extra damage to enemies with the [Weaken] debuff.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Buff/Debuff Chance +5%<br>Lvl. 6 Buff/Debuff Chance +5%
Marquess,Freeze Solid,Attacks 1 enemy. Has a 75% chance of placing a [Freeze] debuff for 1 turn.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +10%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Buff/Debuff Chance +5%<br>Lvl. 6 Cooldown -1<br>Lvl. 7 Damage +10%<br>Lvl. 8 Buff/Debuff Chance +10%
Marquis,Skewer,"Attacks 1 enemy. If the hit is critical, places a 15% [Decrease SPD] debuff.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%"
Marquis,Infernal Skill,Places a [Counterattack] buff and a 15% [Continuous Heal] buff on this Champion for 2 turns.<br>Lvl. 2 Cooldown -1<br>Lvl. 3 Cooldown -1
Marquis,Paralyzing Bolts,Attacks all enemies. Has a 35% chance of placing a [Sleep] debuff for 1 turn. This debuff cannot be removed.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +10%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Buff/Debuff Chance +5%<br>Lvl. 6 Cooldown -1
Ifrit,Feebleness Curse,Attacks 1 enemy. Places a 15% [Weaken] debuff for 1 turn.<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Ifrit,Withering Bolt,Attacks 1 enemy. Places a 25% [Decrease ATK] debuff for 2 turns. Damage increases according to this Champion's MAX HP.<br>Damage based on: [ATK] [HP]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%<br>Lvl. 6 Cooldown -1
Ifrit,Shadow Field,Decreases the damage received by 50% if damage from a single hit exceeds 30% HP. Places a 30% [Decrease DEF] debuff for 2 turns on the attacker if the attack is critical.
Tormentor,Endless Agonies,
Tormentor,Infernal Miasma,
Tormentor,Creeping Doom,
Incubus,Javelin,Attacks 1 enemy. Has a 10% chance of placing an extra hit.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%<br>Lvl. 6 Damage +5%
Incubus,Demon Fangs,Attacks 3 times at random. Resets the cooldown on this skill if the target is killed.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%<br>Lvl. 6 Damage +5%
Lemure,Vicious Swipes,Attacks 1 enemy 2 times.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%
Lemure,Dark Burst,Attacks 1 enemy. Has a 60% chance of placing a [Bomb] that detonates in 3 turns.<br>Damage based on: [ATK] [HP]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Buff/Debuff Chance +10%
Pit Cur,Hamstring Bite,Attacks 1 enemy. Has a 25% chance of placing a 15% [Decrease SPD] debuff for 2 turns
Pit Cur,Rabid Infection,Attacks all enemies. Has a 25% chance of placing a [Provoke] debuff for 1 turn
Pitspawn,Evil Touch,Attacks 1 enemy.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Pitspawn,Darkness,Attacks all enemies. Has a 25% chance of placing a 25% [Decrease ATK] debuff for 2 turns.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Buff/Debuff Chance +10%<br>Lvl. 6 Cooldown -1
Arbiter,Gaze of Justice,
Arbiter,Enforced Humility,
Arbiter,Mentor of Heroes,
Arbiter,Destiny's Call,
Belanor,Swordleader,Attacks 1 enemy. Places a 30% [Increase C. RATE] buff on all allies for 1 turn if this attack is critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Damage +10%
Belanor,insurmountable,"Places a 60% [Decrease DEF] and a 25% [Weaken] debuff for 2 turns on 1 enemy, then attacks them. Places a 60% [Increase DEF] buff on this Champion for 2 turns if this attack kills an enemy.<br>Damage based on: [ATK] ""MY Decrease DEF * Weaken<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Damage +10%"
Belanor,Overkill,Attacks 1 enemy. Will heal this Champion equal to any surplus damage if the target is killed.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +10%<br>Lvl. 3 Cooldown -1
Belanor,Tactical Partner,"Places a 5% [Poison] debuff, a 50% [Decrease ATK] debuff, a 30% [Decrease SPD] debuff, and a 50% [Decrease ACC] debuff for 2 turns. x Decrease SPD S Decrease ACC"
Belanor,Insurmountable,
Ithos,Gouge,Attacks 1 enemy. Has a 20% chance of granting an Extra Turn. Decreases enemy MAX HP by 15% of damage dealt.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Damage +10%
Ithos,Outburst,Attacks all enemies 3 times. Places a 15% [Weaken] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Ithos,Extinguish Life,Attacks all enemies. This attack is always critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1<br>Lvl. 6 Cooldown -1
Royal Huntsman,Confident Shot,Attacks 1 enemy. Places a 50% [Increase ATK] buff on this Champion for 2 turns if this attack is critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%
Royal Huntsman,Slaughter Volley,Attacks all enemies. Places a 50% [Decrease DEF] debuff on the target for 2 turns if this attack is critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Royal Huntsman,Dead Aim,Attacks 1 enemy. Will ignore DEF by 100%.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%
Elenaril,Searing Rebuke,Attacks 1 enemy. Places a [HP Burn] debuff for 2 turns. This debuff cannot be resisted.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Damage +10%
Elenaril,Smolder,Attacks all enemies. Places a 5% [Poison] debuff for 2 turns. Places a second 5% [Poison] debuff for 2 turns if the attack is critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Elenaril,Combust,Deals damage from all [Poison] debuffs on all enemies instantly.
Lyssandra,Transference,Attacks 1 enemy. Transfers all debuffs from this Champion to the target.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Lyssandra,Exhaustion,Attacks 1 enemy. Fully depletes the target's Turn Meter.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Lyssandra,Energize,Places a 30% [Increase SPD] buff on all allies for 2 turns. Fills the Turn Meter of all allies by 30%. Decreases the Turn Meter of all enemies by 30%.<br>Lvl. 2 Cooldown -1<br>Lvl. 3 Cooldown -1
Shirimani,Bolts of Cold,Attacks 3 times at random. Has a 15% chance of placing a [Freeze] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%
Shirimani,Rejuvenating Wave,Heals 1 ally by 50% and other allies by 20% of their MAX HP. Places a 15% [Continuous Heal] buff for 2 turns on targets with full HP.<br>Lvl. 2 Cooldown -1
Shirimani,Ice Storm,Attacks all enemies. Has an 80% chance of placing a [Freeze] debuff for 1 turn. Fills this Champion's Turn Meter by 10% for each attacked enemy.<br>Damage based on: [ATK]<br>Lvl. 2 Buff/Debuff Chance +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Damage +5%<br>Lvl. 6 Buff/Debuff Chance +10%<br>Lvl. 7 Cooldown -1
Royal Guard,Razor Blade,Attacks 1 enemy. Has a 50% chance of placing a 60% [Decrease DEF] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Buff/Debuff Chance +10%
Royal Guard,Takedown,Attacks all enemies. Damage increases according to enemy MAX HP.<br>Damage based on: [ATK] [Enemy MAX HP]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%
Royal Guard,Hamstring,Attacks 4 times at random. Each hit has a 60% chance of placing a 30% [Decrease SPD] debuff for 2 turns. Each hit also has a 60% chance of decreasing the target's Turn Meter by 25%.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +10%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Buff/Debuff Chance +10%<br>Lvl. 5 Cooldown -1
Tayrel,Humble,Attacks 1 enemy 2 times. Each hit has a 40% chance of placing a 50% [Decrease ATK] debuff for 2 turns. Damage inflicted is proportional to DEF.<br>Damage based on: [DEF]<br>Lvl. 2 Buff/Debuff Chance +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Damage +15%
Tayrel,Singing Steel,"Attacks all enemies. Has a 75% chance of placing a 60% [Decrease DEF] debuff for 2 turns. If the target is under a [Decrease ATK] debuff, it will place a [Sleep] debuff for 1 turn. Damage inflicted is proportional to DEF.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +10%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Buff/Debuff Chance +10%<br>Lvl. 5 Buff/Debuff Chance +10%"
Tayrel,Preemptive Strike,"Attacks 1 enemy. Decreases the target's Turn Meter by 50%. If the attack fully depletes the Turn Meter, it will place a [Stun] debuff for 2 turns. Damage inflicted is proportional to DEF.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +10%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1"
Thenasil,Spring Lullaby,Attacks 1 enemy. Has a 15% chance of placing a [Sleep] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Buff/Debuff Chance +5%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Buff/Debuff Chance +10%<br>Lvl. 6 Buff/Debuff Chance +10%
Thenasil,Oak-Skinned,Places a 60% [Increase DEF) buff on all allies for 2 turns. Heals all allies by 25% of this Champion's MAX HP.<br>Lvl. 2 Heal +5%<br>Lvl. 3 Heal +5%<br>Lvl. 4 Heal +10%<br>Lvl. 5 Cooldown -1
Thenasil,Wither,Attacks all enemies. Decreases the duration of all enemy buffs by 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Battlesage,Lightning Slash,Attacks all enemies.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Battlesage,Nature's Touch,"Removes all debuffs on all allies, then places a 50% [Increase ATK]<br>Lvl. 2 Cooldown -1"
Battlesage,Mother's Embrace,Places a [Revive on Death] buff on a target ally for 3 turns. The ally will instantly revive if killed.<br>Lvl. 2 Cooldown -1<br>Lvl. 3 Cooldown -1
Exemplar,High Stance,Attacks 1 enemy 2 times. Places an extra hit if this attack is critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%
Exemplar,Pincer Attack,Attacks 3 times at random. Each hit has a 50% chance of placing a 25% [Weaken] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Buff/Debuff Chance +5%<br>Lvl. 3 Buff/Debuff Chance +10%<br>Lvl. 4 Buff/Debuff Chance +10%<br>Lvl. 5 Cooldown -1<br>Lvl. 6 Cooldown -1
Exemplar,Capture,Attacks 1 enemy. Has a 75% chance of placing a [Freeze] debuff for 1 turn and a [Block Cooldown Skills] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Buff/Debuff Chance +5%<br>Lvl. 3 Buff/Debuff Chance +10%<br>Lvl. 4 Buff/Debuff Chance +10%<br>Lvl. 5 Cooldown -1
Jinglehunter,Missile Toe,Attacks 1 enemy 2 times. Has a 40% chance of placing a 30% [Decrease SPD] debuff for 2 turns if this attack is critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Buff/Debuff Chance +5%<br>Lvl. 6 Damage +10%
Jinglehunter,Jacked Frost,Attacks 1 enemy. Has a 50% chance of placing a [Freeze] debuff on all enemies for 1 turn if this attack kills the enemy.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Buff/Debuff Chance +5%
Jinglehunter,Cold Snap,Attacks all enemies. Decreases the Turn Meter by 20% if this attack is critical. Fills this Champion's Turn Meter by 10% if this attack is critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Luthiea,Burning Arrow,Attacks 1 enemy. Has a 30% chance of placing a 5% [Poison] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Buff/Debuff Chance +5%<br>Lvl. 6 Buff/Debuff Chance +10%
Luthiea,Ice Shot,Attacks 3 times at random. Each hit has a 25% chance of placing a [Freeze] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Luthiea,Numbing Poison,Attacks all enemies. Has a 75% chance of placing a 30% [Decrease SPD] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Buff/Debuff Chance +10%<br>Lvl. 5 Buff/Debuff Chance +15%<br>Lvl. 6 Cooldown -1
Marksman,Venom Arrow,Attacks 1 enemy. Places a 5% [Poison] debuff for 1 turn if the attack is critical. Has a 15% chance of granting an Extra Turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Buff/Debuff Chance +5%
Marksman,Impressive Shot,Attacks 1 enemy. Fills the Turn Meter of all allies by 20%. Has an extra 15% chance of inflicting a critical hit.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Marksman,Thorns,Attacks 4 times at random. Each hit has a 25% chance to Ignore DEF.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +15%<br>Lvl. 3 Damage +15%<br>Lvl. 4 Buff/Debuff Chance +10%<br>Lvl. 5 Cooldown -1
Vergis,Pierce,Attacks 1 enemy. Has a 50% chance of placing a 50% [Decrease ACC] debuff for 2 turns. Damage inflicted is proportional to DEF.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Buff/Debuff Chance +5%
Vergis,Aegis,Places a 15% [Continuous Heal] buff on a target ally for 2 turns. Places a 50% [Ally Protection] buff on the target ally for 2 turns. This Champion will take 50% of the damage inflicted on the target ally.<br>Lvl. 2 Cooldown -1
Vergis,Second Wind,Places a 15% [Continuous Heal] buff on this Champion for 2 turns every time their HP drops below 50%.<br>Lvl. 2 Cooldown -1<br>Lvl. 3 Cooldown -1
Apothecary,Scatterbolt,Attacks 3 times at random.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Apothecary,Soothing Chant,Heals a target ally by 35% HP. This Heal can be critical.<br>Lvl. 2 Heal +5%<br>Lvl. 3 Heal +5%<br>Lvl. 4 Heal +5%<br>Lvl. 5 Cooldown -1
Apothecary,Boon of Speed,Places a 30% [Increase SPD] buff on all allies for 2 turns. Fills the Turn Meter of all allies by 15%.<br>Lvl. 2 Cooldown -1
Elhain,Keen Shot,Attacks 1 enemy. Places an extra hit if this attack is critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Elhain,Lightning Arrow,"Attacks 1 enemy, then all enemies. Has an extra 15% chance of inflicting a critical hit. Places a 30% [Increase C. RATE] buff on this Champion for 3 turns if a target is killed.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%<br>Lvl. 6 Cooldown -1"
Elhain,Valley of Death,Attacks all enemies 2 times.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Heiress,Bullseye,Attacks 1 enemy. Grants an Extra Turn if the target is killed.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%
Heiress,Exhortation,Removes 1 random debuff from all allies. Has a 60% chance of placing a 30% [Increase SPD] on all allies for 2 turns.<br>Lvl. 2 Buff/Debuff Chance +10%<br>Lvl. 3 Buff/Debuff Chance +10%<br>Lvl. 4 Buff/Debuff Chance +10%<br>Lvl. 5 Buff/Debuff Chance +10%
Heiress,Avenger,Counterattacks the attacker when ally is attacked.
Hyria,Feint,Attacks 1 enemy. Has an extra 25% chance of inflicting a critical hit.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Buff/Debuff Chance +10%
Hyria,Poisonous Lily,Attacks 1 enemy 3 times. Each hit has a 35% chance of placing a 5% [Poison] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Buff/Debuff Chance +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Buff/Debuff Chance +10%
Hyria,Lead the Charge,
Avenger,Hunt,Attacks 1 enemy. Has a 30% chance of placing a 30% [Decrease DEF] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +10%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Buff/Debuff Chance +10%<br>Lvl. 6 Damage +10%
Avenger,Lethal Vortex,Attacks at random 2 times. Has an extra 15% chance of inflicting a critical hit.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%<br>Lvl. 6 Cooldown -1
Avenger,Fatal Blow,Attacks 1 enemy. This Skill always inflicts a critical hit.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%
Magister,Majestic Staff,"Attacks 1 enemy. If the hit is critical, places a 25% [Increase ATK] buff on a random ally for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%"
Magister,Anoint,Places a 30% [Revive on Death] buff and a 30% [Reflect Damage] buff on a target ally for 2 turns. Heals all other allies by 10% of the target's HP.<br>Lvl. 2 Heal +5%<br>Lvl. 3 Heal +5%<br>Lvl. 4 Heal +10%<br>Lvl. 5 Heal +10%
